"Product.Key","Product.VLongDescription"
5214,"Rosette 2-in-1 Star (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5215,"Rosette Hummingbird (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5216,"Rosette Small Spider (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5217,"Rosette Star (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5218,"Rosette single handle  loose rosette Build until we use up stock of 7166ROD and 7166WOODHNDL  also see item 7167 carded version KSC SKU Kitchen Storage/Organization Rosette Irons   "
5219,"Salad Tong Scissors Style   KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5220,"Salt Cellar and Spoon wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5221,"Sauce Plate 3.74x2in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5222,"Shell infuser Sprng hndl SS bx tea infuser  KSC SKU Kitchen Storage/Organization Tea Making  International KCH Items "
5223,"Shell infuser SS boxed tea infuser  KSC SKU Kitchen Storage/Organization Tea Making  International KCH Items "
5224,"Silicone Baking Cups 3in 6pk baking cups  KSC SKU Kitchen Storage/Organization Baking Essentials  International KCH Items "
5225,"Silicone Garlic Peeler   KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5226,"Silicone Baking Cups Mini 12pk baking cups  KSC SKU Kitchen Storage/Organization Baking Essentials  International KCH Items "
5227,"Sink Strainer stainless bgcd   KSC SKU Kitchen Storage/Organization   International KCH Items "
5228,"Souffle 1.5-quart wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5229,"Souffle 1-quart wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5230,"Souffle 2-quart wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5231,"Spoon infuser Sprng hndl SS tea infuser  KSC SKU Kitchen Storage/Organization Tea Making  International KCH Items "
5232,"Sq Salad Dessert Plate 7in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5233,"Square Bowl 5.75in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5234,"Square Dinner Plate 10.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5235,"Squeeze Bottle 12oz Clear condiment bottle  KSC SKU Kitchen Storage/Organization Cooks Tools  Domestic KCH Items "
5236,"Squeeze Bottle 8oz yellow condiment bottle  KSC SKU Kitchen Storage/Organization Cooks Tools  Domestic KCH Items "
5237,"Squeeze Bottle 8oz red condiment bottle  KSC SKU Kitchen Storage/Organization Cooks Tools  Domestic KCH Items "
5238,"Squeeze Bottle 12oz 3pk Clr condiment bottle  KSC SKU Kitchen Storage/Organization Cooks Tools  Domestic KCH Items "
5239,"Squeeze Bottle 8oz clear condiment bottle  KSC SKU Kitchen Storage/Organization Cooks Tools  Domestic KCH Items "
5240,"SS 5-cup flour sifter stainless steel  KSC SKU Kitchen Storage/Organization Baking Essentials  International KCH Items "
5241,"SS 6-cup muffin pan stainless steel  KSC SKU Kitchen Storage/Organization Metal bakeware  International KCH Items "
5242,"SS Cake Lasagna Pan 13x9in stainless steel  KSC SKU Kitchen Storage/Organization Metal bakeware  International KCH Items "
5243,"SS Icing Spatula 4in stainless steel  KSC SKU Kitchen Storage/Organization Spatulas  Domestic KCH Items "
5244,"SS Jelly Roll Pan 10.5x15.5in stainless steel  KSC SKU Kitchen Storage/Organization Metal bakeware  International KCH Items "
5245,"SS One Tablespoon Coffee Scoop stainless steel  KSC SKU Kitchen Storage/Organization   International KCH Items "
5246,"SS pie pan 9in stainless steel  KSC SKU Kitchen Storage/Organization Metal bakeware  International KCH Items "
5247,"SS pizza pie spatula stainless steel  KSC SKU Kitchen Storage/Organization Pizza tools  Domestic KCH Items "
5248,"SS Round Cake Pan 9in stainless steel  KSC SKU Kitchen Storage/Organization Metal bakeware  International KCH Items "
5249,"Stainless Steel Dough Blender stainless steel  KSC SKU Kitchen Storage/Organization Baking Essentials  International KCH Items "
5250,"Stainless Steel Grater 9.5 stainless steel  KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5251,"Stainless Steel Loaf Pan stainless steel  KSC SKU Kitchen Storage/Organization Metal bakeware  International KCH Items "
5253,"SS Sink Strainer 48pc PDQ stainless steel  KSC SKU Kitchen Storage/Organization   International KCH Items "
5254,"Stainless Steel Square Pan 8x8 stainless steel  KSC SKU Kitchen Storage/Organization Metal bakeware  International KCH Items "
5255,"Sushi Plate 8x5.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5256,"Sushi Plate 9.5x4.25in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5257,"Taco Rack   KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5258,"Tea ball SS 1.5in dia carded tea infuser  KSC SKU Kitchen Storage/Organization Tea Making  International KCH Items "
5259,"Tea infuser wide-rim mesh tea infuser  KSC SKU Kitchen Storage/Organization Tea Making  International KCH Items "
5260,"The Art of Rosette Cooking cookbook  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5261,"TO Baking Pan 9x6x.75 toaster oven size  KSC SKU Kitchen Storage/Organization Metal bakeware  Domestic KCH Items "
5262,"Toaster Oven Loaf Pan   KSC SKU Kitchen Storage/Organization Metal bakeware  Domestic KCH Items "
5263,"Toaster Oven Non-stick Cookie   KSC SKU Kitchen Storage/Organization Metal bakeware  Domestic KCH Items "
5264,"TO pizza baking stone toaster oven size Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools Natural  "
5265,"Toaster Oven Roasting Pan   KSC SKU Kitchen Storage/Organization Metal bakeware  Domestic KCH Items "
5266,"Toaster Oven tart pie pan   KSC SKU Kitchen Storage/Organization Metal bakeware  Domestic KCH Items "
5267,"Utensil Holder 6.75x5.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5268,"Utensil Holder 7x6.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5269,"Bedside Essentials Set back to college kit Kits includes the 3 following products: (EACH specs shown)    (1) TBL-06320 - 15.75 in L x 13.66 in W x 2.52 in H (40 cm L x 34.7 cm W x 6.4 cm H); 3.09 lbs    (1) STO-01876 - 6.5 in L x 6.5 in W x 10.25 in H (16.5 cm L x 16.5 cm W x 26 cm H); 2.2 lbs    (1) SFT-03926 - 22 in L x 11.75 in W x .25 in H (55.9 cm L x 29.8 cm W x .6 cm H); 0.9375 lbs   kit Back to school products    "
5270,"5 Tier Black- 18x36x72 350lb Urban shelving- black 350lb  urban shelving Shelving Steel Shelving Units Black  "
5272,"5 Tier Chrome- 18x36x72 350lb Urban shelving- chrome 350lb  urban shelving Shelving Steel Shelving Units Black  "
5273,"SS Mixing Bowl 13qt stainless steel bowl  KSC SKU Kitchen Storage/Organization Metal bowls Silver Domestic KCH Items "
5276,"50L Step Can 410SS Costco Costco18.9""L x 14.37""W x 26.77 COSTCO     Product Dimensions: 18.9 in L x 14.37 in W x 26.77 in H /48 cm L x 36.5 cm W x 68 cm H  Color: stainless   Materials of Construction: .35 thickness 410SS anti-finger oil quiet close stainless lid      FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads burrs cracks dents scratches sharp or rough edges poor finishing poor sewing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA trash can Trash Cans Step Trash Cans   "
5277,"Spoon 12in Oval Beech wooden spoon beech 12in oval  KSC SKU Kitchen Storage/Organization Wood kitchen tools and utensil Natural International KCH Items "
5278,"Spoon 12in Slotted Beech wooden spoon beech 12in slott  KSC SKU Kitchen Storage/Organization Wood kitchen tools and utensil Natural International KCH Items "
5279,"Spoon 14in Slotted Beech wooden spoon beech 14in slott  KSC SKU Kitchen Storage/Organization Wood kitchen tools and utensil Natural International KCH Items "
5281,"Beech Spoon 18in Oval   KSC SKU Kitchen Storage/Organization Wood kitchen tools and utensil  International KCH Items "
5282,"Gnocchi paddle   KSC SKU Kitchen Storage/Organization Cooks Tools Natural Domestic KCH Items "
5283,"SS pastry tongs stainless steel tongs  KSC SKU Kitchen Storage/Organization Cooks Tools Silver Domestic KCH Items "
5284,"3-cup flour sifter stainless steel  KSC SKU Kitchen Storage/Organization Baking Essentials Silver International KCH Items "
5286,"Tea Infuser Heart SS box stainless steel  KSC SKU Kitchen Storage/Organization Tea Making Silver International KCH Items "
5289,"Slotted spatula whisk 11in stainless steel wood handle  KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5290,"Knife Guard 8.5x2in blk knife guard  KSC SKU Kitchen Storage/Organization Knife Guards   "
5291,"Knife Guard Display Clear knife guard displayer only  KSC SKU Kitchen Storage/Organization Knife Guards No Color International KCH Items "
5292,"Towel Stand and Shelf 3-rail chrome towel stand PRIVATE LABEL WM ARGENTINA    Product Dimensions: 22.83 in L x 10.24 in W x 32.68 in H /58 cm L x 26 cm W x 83 cm H 3.81 lbs  Frame Tube: 5/8""DIA + 4/8""DIA  Shelf: wire gauge 4 mm +2.3 mm + 5 mm  Color: chrome plate        PACKAGING  Artwork Brand - Walmart - Mainstays  1 pcs/retail unit: 32.8 in L x 10.2 in W x 1.8 in H (83.2 cm L x 26 cm W x 4.6 cm H) UPC 847539022079  Retail Packaging: Color box SPANISH ONLY/NOT BILINGUAL  Assembly is required.  4 pcs/20-level Box:  33.5 in L x 8.1 in W x 11.3 in H (85.1cm L x 20.6cm W x 28.8cm H) 16.28lbs/7.4kgs No GTIN Label  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute. towel rack WM Argen. Walmart Private Label    "
5293,"3-Tier Bath Shelf WM 3-tier bath shelf PRIVATE LABEL WM ARGENTINA    UPC: 847539022086      Product dimensions:  33*31*72cm (13""L x 12.2""W x 28.3""H)   chrome plated Steel sides  Metal Square Tube: 10*20mm*0.6mm thickness  Metal Tube: 16mm  Steel Wire: 2.2+3.7 mm  Finish : Chrome plated    Packaging: Color Box SPANISH ONLY/NOT Bilingual  1pc/3layer color box (WM)  4pc/carton Bath Shelf WM Argen. Walmart Private Label    "
5294,"6-tier chrome shelf chrome bathroom organizer PRIVATE LABEL WM ARGENTINA    Product Dimensions: 12.6 in L x 11.02 in W x 59.84 in H /32 cm L x 28 cm W x 152 cm H  Color: chrome finish  Materials of Construction:   Metal Tube: 5/8"" * 0.4mm th.   Metal Tube: 4/8"" * 0.4mm th.   Metal Wire: 2.2mm +3.7mm wire    PACKAGING  1 pcs/retail unit: UPC 847539022093  Retail Packaging: Color box Mainstays brand WM certified supplier SPANISH ONLY/NOT Bilingual  Assembly is required.   4 pcs/20-level Box: 24.33"" in L x 9.13 in W x 13.19 in H (61.8 cm L x 23.2 cm W x 33.5 cm H) 25.54lbs/11.61kgs  Shipping marks on 2 sides of shipping carton and printed according to requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute. export carton using WM certified supplier (BMC stamp) shelf WM Argentina Walmart Private Label    "
5297,"Box 4461/4467 StonesOuter 18x18x4 200C Kraft RSC 1 color 18 x 18 x 4 (Outer)             200C Kraft RSC 1 color  500=1186/m  1000=1049/m  1500=1003/m  2000=980/m pizza box boxes cut-cases etc    "
5298,"Box 4461/4467 StonesInner 17x3x17.5 200C Kraft FOL 1 clr 17 x 3 1/8 x 17 ½ (Inner)  200C Kraft FOL 1 color    OSD print and AMC print (print cards are attached for reference)  500=1009/m  1000=840/m  1500=745/m  2000=720/m pizza box boxes cut-cases etc    "
5299,"Box 4461/4467 Stones4pk ctn 17.5x13.6x18.5 (4 PAK) 32C RSC 17 ½ x 13 5/8 x 18 ½ (4 PAK)  32C Kraft RSC (Multi Depth) 1 color  500=1590/m  1000=1389/m  1500=1271/m  2000=1171/m pizza box boxes cut-cases etc    "
5300,"Box 4461/4467 Stones6pk ctn 20.1x17.1x18.4 32C RSC 1 clr 20 1/8 x 17 1/8 x 18 3/8 (6 PAK)  32C Kraft RSC (Multi Depth) 1 color  500=1946/m  1000=1644/m  1500=1527/m  2000=1502/m pizza box boxes cut-cases etc    "
5317,"Biggy in PDQ Large Magnetic Container Material: ABS plastic vinyl magnets   biggy whiteproduct size L 24.1x W 8.4x H 23.9cm 680g.Material ABS w/0.2% UV additive;2x big vinyl magnet 197.5x70.5x3mm  PDQ Dimensions:  31.5*39*34.5cm;PDQ with 4c printing 1 position; each Biggy with blister packing as previous order;  Include 4 biggy in each PDQ    1 PDQ per master; then 2 pcs corrugate paper on each master to protect the PDQ;  estimate ctn size::41.5*34*37.5cm Perch Storage Wall Storage White  "
